nomp,17150.305275433904,1071.894079714619, 1 
nomp,35072.33669443227,1096.0105217010084, 2 
nomp,51049.92682843821,1063.5401422591294, 3 
nomp,69650.00870625109,1088.2813860351732, 4 
nomp,85261.66805927391,1065.7708507409238, 5 
nomp,102139.82942648485,1063.9565565258838, 6 
nomp,112123.78465826272,1001.10522016306, 7 
nomp,114409.93078199188,893.8275842343115, 8 
nomp,133147.91253661568,924.6382815042756, 9 
nomp,158538.90544739677,990.8681590462298, 10 
nomp,155889.06367359665,885.7333163272538, 11 
nomp,169414.95369324597,882.3695504856561, 12 
nomp,183106.32843641282,880.3188867135232, 13 
nomp,234082.3970037453,1045.0107009095773, 14 
nomp,243815.2205715029,1015.8967523812621, 15 
nomp,269401.0877068916,1052.3479988550453, 16 
nomp,311617.8465373758,1145.6538475638818, 17 
nomp,306508.1905799816,1064.2645506249362, 18 
nomp,343505.9299971073,1129.9537170957476, 19 
nomp,322877.4841386436,1008.9921379332612, 20 
nomp,348466.7463162087,1037.103411655383, 21 
nomp,373184.96403853985,1060.18455692767, 22 
nomp,387179.31452427444,1052.1177025116153, 23 
nomp,401888.87772530894,1046.5856190763254, 24 
nomp,390820.4102051026,977.0510255127565, 25 
nomp,406777.53962169687,977.8306240906174, 26 
nomp,474233.32279481506,1097.762321284294, 27 
nomp,496709.30088165903,1108.7261180394175, 28 
nomp,507445.4496141665,1093.6324345132898, 29 
nomp,456760.0487210719,951.5834348355664, 30 
nomp,523197.920710199,1054.8345175608852, 31 
nomp,531702.7781470158,1038.4819885683903, 32 
nomp,573623.7375932139,1086.4085939265415, 33 
nomp,607902.73556231,1117.4682639013051, 34 
nomp,604281.7679558011,1079.0745856353592, 35 
nomp,638660.2327561737,1108.7851263128016, 36 
nomp,686915.1938214763,1160.3297192930343, 37 
nomp,682348.7161070211,1122.2840725444426, 38 
nomp,681413.1460320788,1092.0082468462801, 39 
nomp,739795.4465590264,1155.9303852484786, 40 
nomp,661599.7805425118,1008.5362508269998, 41 
nomp,786988.4575026233,1171.1137760455704, 42 
nomp,791153.7966182774,1149.9328439219148, 43 
nomp,822737.4719521316,1168.6611817501869, 44 
nomp,786273.4134749791,1092.0464076041376, 45 
nomp,811931.8683258318,1103.1682993557497, 46 
nomp,742519.51088502,987.3929666024202, 47 
nomp,777088.83096699,1011.8344153216016, 48 
nomp,846915.6713967195,1080.2495808631627, 49 
nomp,936680.4046459348,1170.8505058074186, 50 
nomp,820885.9129539017,1005.9876384238992, 51 
nomp,857859.3110729841,1031.0809027319522, 52 
nomp,961852.5643352328,1134.2600994519255, 53 
nomp,1003530.9422040513,1161.4941460695038, 54 
nomp,988799.5972888913,1123.6359060101038, 55 
nomp,947979.6184382036,1058.0129670069236, 56 
nomp,935929.854520377,1026.2388755705888, 57 
nomp,887854.7592076662,956.7400422496403, 58 
nomp,1039922.4464616198,1101.6127610822243, 59 
nomp,1007725.8985555929,1049.714477662076, 60 
nomp,1066247.1595874846,1092.4663520363572, 61 
