vec-sclr-div,nomp,32,1,3.959000e-06,1.167600e-05
vec-sclr-div,nomp,32,2,4.082000e-06,1.181700e-05
vec-sclr-div,nomp,32,3,3.928000e-06,1.165200e-05
vec-sclr-div,nomp,32,4,3.929000e-06,1.171700e-05
vec-sclr-div,nomp,32,5,3.929000e-06,1.168900e-05
vec-sclr-div,nomp,32,6,3.926000e-06,1.128500e-05
vec-sclr-div,nomp,32,7,3.923000e-06,1.111400e-05
vec-sclr-div,nomp,32,8,3.929000e-06,1.118400e-05
vec-sclr-div,nomp,32,9,3.926000e-06,1.116700e-05
vec-sclr-div,nomp,32,10,3.928000e-06,1.122400e-05
vec-sclr-div,nomp,32,11,3.936000e-06,1.152600e-05
vec-sclr-div,nomp,32,12,3.930000e-06,1.105700e-05
vec-sclr-div,nomp,32,13,3.928000e-06,1.106200e-05
vec-sclr-div,nomp,32,14,3.931000e-06,1.105400e-05
vec-sclr-div,nomp,32,15,3.935000e-06,1.120800e-05
vec-sclr-div,nomp,32,16,3.932000e-06,1.107700e-05
vec-sclr-div,nomp,32,17,3.931000e-06,1.105200e-05
vec-sclr-div,nomp,32,18,3.942000e-06,1.116300e-05
vec-sclr-div,nomp,32,19,4.007000e-06,1.121300e-05
vec-sclr-div,nomp,32,20,4.303000e-06,1.122600e-05
vec-sclr-div,nomp,32,21,4.475000e-06,1.115500e-05
vec-sclr-div,nomp,32,22,3.969000e-06,1.122900e-05
vec-sclr-div,nomp,32,23,4.006000e-06,1.117100e-05
vec-sclr-div,nomp,32,24,4.000000e-06,1.144800e-05
vec-sclr-div,nomp,32,25,4.465000e-06,1.109200e-05
vec-sclr-div,nomp,32,26,3.956000e-06,1.111100e-05
vec-sclr-div,nomp,32,27,4.069000e-06,1.114600e-05
vec-sclr-div,nomp,32,28,4.014000e-06,1.115400e-05
vec-sclr-div,nomp,32,29,4.082000e-06,1.201900e-05
vec-sclr-div,nomp,32,30,4.077000e-06,1.112600e-05
vec-sclr-div,nomp,32,31,4.024000e-06,1.115200e-05
vec-sclr-div,nomp,32,32,4.031000e-06,1.060300e-05
vec-sclr-div,nomp,32,33,4.120000e-06,1.176500e-05
vec-sclr-div,nomp,32,34,4.052000e-06,1.121000e-05
vec-sclr-div,nomp,32,35,4.049000e-06,1.118000e-05
vec-sclr-div,nomp,32,36,3.986000e-06,1.114300e-05
vec-sclr-div,nomp,32,37,3.992000e-06,1.162600e-05
vec-sclr-div,nomp,32,38,4.329000e-06,1.115600e-05
vec-sclr-div,nomp,32,39,4.133000e-06,1.115300e-05
vec-sclr-div,nomp,32,40,4.072000e-06,1.125300e-05
vec-sclr-div,nomp,32,41,4.100000e-06,1.188700e-05
vec-sclr-div,nomp,32,42,4.099000e-06,1.161400e-05
vec-sclr-div,nomp,32,43,4.146000e-06,1.115200e-05
vec-sclr-div,nomp,32,44,4.057000e-06,1.117700e-05
vec-sclr-div,nomp,32,45,4.104000e-06,1.161600e-05
